Id  Radius  #branch_points  Dist_to_root  Dist_to_leaf

Tree1
1,    55.8249,    0,    0,    118.238108045
2,    47.3249,    0,    30.7907513263,    87.4473567183
3,    7.51463,    1,    80.0153866311,    38.2227214136
4,    2.36837,    1,    93.6110836066,    24.627024438
5,    3.24653,    1,    103.566874949,    14.6712330958
6,    1.74658,    1,    110.21105541,    8.02705263468
7,    1.99132,    1,    118.238108045,    0
8,    14.1896,    1,    82.0257849,    202.056667296
9,    8.62195,    1,    109.173425117,    174.909027079
10,    11.0543,    1,    133.436684178,    150.645768018
11,    16.419,    1,    153.99106524,    130.091386956
12,    19.1014,    1,    164.267757494,    119.814694702
13,    3.87078,    2,    186.778993697,    153.001830181
14,    3.64019,    2,    200.178877205,    139.601946673
15,    3.64019,    2,    211.262114649,    128.518709229
16,    3.64019,    2,    218.923586309,    120.857237569
17,    3.64019,    2,    234.187588832,    105.593235046
18,    3.64019,    2,    242.304609529,    97.4762143492
19,    4.24264,    2,    254.408680125,    85.3721437529
20,    4.24264,    2,    258.721101835,    81.0597220435
21,    5.60686,    2,    270.471172824,    69.3096510543
22,    4.37032,    2,    282.665459806,    57.1153640723
23,    3.79285,    2,    293.04549733,    46.7353265483
24,    5.21954,    2,    303.12927347,    36.6515504078
25,    3.16228,    2,    327.481145021,    12.2996788576
26,    3.16228,    2,    339.780823878,    0
27,    18.7837,    2,    174.544454675,    109.53799752
28,    4.06876,    3,    197.140549459,    86.9419027362
29,    2.88562,    3,    210.978755898,    73.1036962975
30,    2.88562,    3,    218.258865787,    65.8235864082
31,    2.82843,    3,    226.322092499,    57.7603596968
32,    2.82843,    3,    230.707132094,    53.3753201017
33,    3.91421,    4,    238.589836087,    45.4926161082
34,    4.8848,    5,    253.026868954,    31.0555832413
35,    8.30993,    6,    261.694749953,    22.387702243
36,    1.92741,    6,    271.63497822,    12.447473976
37,    2.08174,    6,    277.356686793,    6.72576540254
38,    3.10274,    6,    284.082452196,    0
39,    4.37084,    6,    258.427797486,    99.6686283917
40,    3.37084,    6,    268.430045733,    89.6663801445
41,    3.24697,    6,    281.51406699,    76.5823588876
42,    3.0377,    6,    294.380941989,    63.7154838882
43,    3.0377,    6,    304.371374913,    53.7250509647
44,    9.31943,    6,    315.002120277,    43.0943056004
45,    4.41042,    6,    325.789743706,    32.3066821712
46,    2.47594,    6,    336.06668446,    22.0297414178
47,    2.47594,    6,    342.16601762,    15.9304082575
48,    7.08734,    6,    358.096425877,    0
49,    4.82843,    6,    263.044151919,    98.5465368472
50,    2.49071,    6,    280.315732678,    81.2749560889
51,    2.49071,    6,    288.562365661,    73.0283231057
52,    2.23607,    6,    294.552894593,    67.0377941733
53,    4.93865,    6,    306.932238922,    54.6584498449
54,    4.64596,    6,    313.097582545,    48.4931062211
55,    6.70176,    6,    319.427189188,    42.1634995785
56,    18.3858,    6,    328.83554368,    32.7551450864
57,    3.68457,    7,    350.173164711,    94.447756845
58,    3.4037,    7,    356.146151538,    88.4747700176
59,    2.94721,    7,    369.674160959,    74.9467605967
60,    2.49071,    7,    376.493767905,    68.1271536513
61,    2.23607,    7,    380.323485112,    64.2974364438
62,    2.23607,    7,    385.907734838,    58.713186718
63,    2.23607,    7,    392.192589649,    52.4283319066
64,    3.60555,    7,    397.624661077,    46.9962604785
65,    3.60555,    7,    401.45803557,    43.162885986
66,    3.60555,    7,    411.147969987,    33.4729515693
67,    5.27246,    7,    420.119933261,    24.5009882947
68,    5.25637,    7,    428.726741976,    15.8941795801
69,    4.14574,    7,    436.815875752,    7.80504580384
70,    4.07287,    8,    444.223254523,    79.5167699866
71,    3.27188,    8,    453.407317948,    70.3327065613
72,    3,    8,    462.176413183,    61.5636113258
73,    3,    8,    467.689490908,    56.050533601
74,    1.99071,    8,    479.781688599,    43.9583359099
75,    2.33262,    8,    488.830014688,    34.9100098216
76,    1.66667,    8,    495.014673126,    28.7253513832
77,    1.9714,    8,    501.592334184,    22.1476903247
78,    2.73143,    8,    505.030153943,    18.7098705665
79,    2.99535,    8,    512.096217181,    11.643807328
80,    2.25235,    8,    517.820288197,    5.91973631169
81,    2.13707,    8,    523.740024509,    0
82,    2.62311,    8,    444.620921556,    0
83,    9.49822,    7,    353.123936349,    148.638487881
84,    4.367,    7,    366.26191061,    135.500513619
85,    3.80283,    7,    379.944814785,    121.817609445
86,    4.12311,    7,    384.949155956,    116.813268274
87,    4.12311,    7,    399.776031517,    101.986392713
88,    3.18287,    7,    410.573380914,    91.189043316
89,    2.24264,    7,    427.011455071,    74.7509691588
90,    3.74264,    7,    435.643022078,    66.1194021516
91,    3.62521,    7,    444.662699345,    57.0997248846
92,    2.0626,    7,    458.585385504,    43.1770387253
93,    2.5,    7,    472.507319873,    29.2551043569
94,    5,    7,    481.538157425,    20.2242668049
95,    4,    7,    496.073931811,    5.68849241891
96,    4.23462,    8,    506.78803658,    117.538696432
97,    3.06466,    8,    517.334696193,    106.992036819
98,    3.02529,    8,    531.864127966,    92.4626050459
99,    2.94654,    8,    539.525212934,    84.8015200777
100,    5.14075,    8,    544.979143925,    79.3475890871
101,    4.12311,    8,    552.270078364,    72.0566546477
102,    4.12311,    8,    556.704118508,    67.6226145035
103,    9.97421,    8,    571.404786044,    52.9219469677
104,    6.76015,    8,    582.015157444,    42.3115755675
105,    8.30451,    8,    591.207650645,    33.1190823665
106,    5.40144,    8,    604.011799865,    20.3149331464
107,    5.3887,    9,    618.326268839,    9.36789257251
108,    4.02405,    10,    632.239026806,    7.33208387841
109,    3.8148,    10,    639.571110684,    0
110,    2.24,    10,    630.214690275,    40.2419761687
111,    2,    10,    636.992507107,    33.4641593373
112,    2,    10,    641.231638268,    29.2250281763
113,    5.60977,    10,    651.15279062,    19.3038758239
114,    6.28081,    10,    660.426221539,    10.0304449054
115,    3.11947,    10,    670.456666444,    0
116,    4.45774,    10,    627.694161412,    0
117,    5.20072,    9,    615.291348349,    9.03538466254
118,    5.42879,    9,    624.326733012,    0
119,    3.5,    8,    501.76242423,    0
120,    10.9773,    7,    348.897878321,    12.6928104453
121,    4.74578,    8,    361.590688767,    0
122,    5.82705,    8,    368.490257101,    170.208967528
123,    5.41353,    8,    383.908080326,    154.791144302
124,    2.75918,    8,    395.544387644,    143.154836984
125,    3,    8,    400.55420301,    138.145021619
126,    3,    8,    407.080403283,    131.618821346
127,    2.60555,    8,    417.050021631,    121.649202998
128,    2.60555,    8,    422.869519375,    115.829705253
129,    5.38516,    8,    449.255094108,    89.4441305202
130,    4.38516,    8,    456.912682371,    81.7865422576
131,    2.99779,    8,    466.05695413,    72.6422704987
132,    2.10555,    8,    479.419288016,    59.2799366124
133,    2.10555,    8,    487.23353782,    51.4656868083
134,    3.10555,    8,    495.047787624,    43.6514370043
135,    2.60555,    8,    503.409457307,    35.2897673211
136,    2.24283,    8,    511.033280036,    27.6659445923
