Id,Type,Raius,Sec-order Der,#branch_points,Dist_to_root,Dist_to_leaf
1,141,4.93492116,0.58350602326865442,0,0,10.889970723958953
2,102,4.183521160000001,-2.7825824693294776,0,2.734365814044579,8.155604909914373
3,203,0.6642932920000001,5.9300937884587892,1,7.117527285474448,3.7724434384845056
4,193,0.20936390800000002,5.0788307254008451,1,8.566479992728619,2.3234907312303337
5,161,0.28699325200000003,2.3314106707180198,1,9.499997511589413,1.38997321236954
6,134,0.154397672,0,1,10.137952359796579,0.7520183641623741
7,134,0.17603268800000002,0,1,10.889970723958953,0
8,169,1.25436064,3.0410737372880523,1,7.447131433021632,22.979510640340255
9,163,0.7621803800000001,2.5369207319166209,1,9.969432765602019,20.457209307759868
10,145,0.97720012,0.94273285873469936,1,12.177891808556451,18.248750264805437
11,120,1.4514396,-1.2192805016273669,1,14.256175577404083,16.170466495957807
12,94,1.6885637600000003,-3.4516186919323784,1,15.295230602112515,15.131411471249375
13,240,0.34217695200000003,9.1564829565143722,2,17.338891695949474,22.778869511315655
14,128,0.32179279600000005,-0.47778119427478549,2,20.236757260155017,19.881003947110113
15,132,0.32179279600000005,-0.19101744412685701,2,22.290877585360377,17.826883621904752
16,134,0.32179279600000005,0.036587918402660437,2,22.968151680121775,17.149609527143355
17,136,0.32179279600000005,0.17925704179655808,2,25.272249008360077,14.845512198905052
18,135,0.32179279600000005,0.12033623812563937,2,25.989793637999238,14.127967569265891
19,134,0.375049376,-0.01544295255719369,2,28.035146313975684,12.082614893289447
20,134,0.375049376,-0.035162415072979188,2,28.41636439308967,11.70139681417546
21,133,0.49564642400000003,-0.11784160734183742,2,30.49924579298135,9.61851541428378
22,132,0.3863362880000001,-0.15205368687100054,2,32.65567385154152,7.462087355723606
23,132,0.33528794,-0.14397583474475742,2,34.3042586274952,5.813502579769926
24,133,0.46140733600000006,-0.080065769485933524,2,36.65848178576326,3.4592794215018734
25,134,0.27954555200000003,0,2,39.030469596253624,1.0872916110115098
26,134,0.27954555200000003,0,2,40.11776120726513,0
27,100,1.66047908,-2.92323213002742,2,16.3343343574574,14.09230771590449
28,166,0.359678384,2.7787811273064729,3,19.41209234996478,11.014549723397112
29,155,0.255088808,1.8468583357617445,3,20.635784501679023,9.790857571682869
30,150,0.255088808,1.387727476599377,3,21.279346215891422,9.147295857470471
31,141,0.250033212,0.6406449479068923,3,22.002928553984333,8.423713519377563
32,135,0.250033212,0.054881877649668558,3,22.395533388311364,8.03110868505053
33,133,0.346016164,-0.06177181030997992,4,23.662678933609516,6.763963139752377
34,132,0.43181632000000003,-0.1684469749720103,5,27.306101124412486,3.120540948949408
35,30,0.7345978120000001,-8.9592883310824494,6,28.092141019235644,2.3345010541262505
36,79,0.170383044,-4.6959642934171892,6,28.979634692671848,1.447007380690048
37,134,0.184025816,0,6,29.689479060640938,0.7371630127209585
38,134,0.274282216,0,6,30.426642073361897,0
39,132,0.38638225600000004,-0.14064966037312193,6,29.064507910429786,11.946223712531337
40,136,0.297982256,0.17462415608421344,6,29.948706655488376,11.062024967472745
41,143,0.28703214800000004,0.73544091830040481,6,31.360366864178616,9.650364758782505
42,146,0.26853268,1.0298073526973555,6,33.81831587609098,7.192415746870144
43,140,0.26853268,0.48110736862611969,6,34.97506380688662,6.035667816074503
44,70,0.823837612,-5.5307152760882445,6,36.25677628232575,4.753955340635365
45,99,0.389881128,-3.0375099791414857,6,37.30525750427171,3.7054741186894082
46,205,0.21887309600000002,6.1003226420980576,6,38.372624556399884,2.6381070665612305
47,134,0.21887309600000002,0,6,38.911805607767974,2.0989260151931424
48,134,0.6265208560000001,0,6,41.01073162296112,0
49,134,0.426833212,0.025659059710948281,6,28.241008875261688,13.909074210340037
50,140,0.22017876400000003,0.51805166284597448,6,30.159782876992292,11.990300208609433
51,137,0.22017876400000003,0.28723891786020145,6,30.89350328695783,11.256579798643893
52,135,0.197668588,0.11558456041417198,6,31.42952696170633,10.720556123895392
53,135,0.43657666,0.051199327361869933,6,32.688550164668435,9.461532920933289
54,148,0.410702864,1.2216563403917446,6,34.99505870366991,7.155024381931813
55,158,0.5924355840000001,2.0672173897655406,6,35.9789689272187,6.17111415838302
56,73,1.6253047200000001,-5.2686602500643085,6,39.14082545163591,3.0092576339658104
57,167,0.325715988,2.8783287757565748,7,41.83943508657802,13.067760425748586
58,154,0.30088708000000003,1.7532502847910236,7,43.059486883712815,11.847708628613793
59,138,0.26053336400000005,0.32097582963395133,7,44.90920963320799,9.997985879118616
60,138,0.22017876400000003,0.30268187043769645,7,46.443741095902716,8.463454416423895
61,134,0.197668588,0.038369797506395791,7,47.340165447615234,7.567030064711379
62,133,0.197668588,-0.09313288321784545,7,47.89306653983987,7.014128972486742
63,132,0.197668588,-0.20075838342622956,7,48.44864770516498,6.4585478071616365
64,136,0.31873062,0.17248590103386305,7,48.928842819409184,5.978352692917436
65,135,0.31873062,0.10049798363103239,7,49.26771312454907,5.639482387777551
66,131,0.31873062,-0.21715167159068088,7,50.40430939627894,4.502886116047683
67,130,0.466085464,-0.37063086174568477,7,51.23560560617046,3.6715899061561603
68,130,0.46466310800000005,-0.30672079648939854,7,52.01903518278855,2.8881603295380707
69,134,0.366483416,0,7,52.79892728725316,2.10826822507346
70,133,0.360041708,-0.089212749094211619,8,54.04346072222155,11.963574758328127
71,134,0.289234192,0.0073651004537895167,8,55.23458491134952,10.772450569200158
72,135,0.2652,0.057851676186346082,8,56.01226877314685,9.994766707402828
73,135,0.2652,0.084579863341264411,8,56.49962484402169,9.507410636527991
74,136,0.175978764,0.12888925802252169,8,57.56857511991257,8.438460360637109
75,136,0.206203608,0.16036912286860613,8,59.71532545898435,6.291710021565329
76,136,0.14733362800000002,0.14623288166988521,8,60.85158791106134,5.155447569488345
77,136,0.17427176000000003,0.12983959355364946,8,61.44623462971032,4.560800850839364
78,135,0.241458412,0.077571138691980943,8,62.68564797995276,3.3213875005969205
79,134,0.26478894000000003,-0.041695971959236446,8,64.46130974354581,1.5457257370038664
80,134,0.19910774,0,8,65.46912220126791,0.5379132792817746
81,134,0.188916988,0,8,66.00703548054969,0
82,134,0.23188292400000002,0,8,54.907195512326616,0
83,144,0.8396426480000001,0.88238655152093592,7,42.048727636501006,14.926170020735947
84,153,0.3860428,1.6466939120672119,7,43.7287473060791,13.246150351157857
85,139,0.33617017200000004,0.46815904683242665,7,45.635050177561766,11.339847479675194
